Telephone Number,Caller Name,Address Line 1,Address Line 2,City,State,Zip (optional plus four),Country,,,Comments (Internal Only),Account-ID,Order-ID,Function
2487263490,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263491,Brooklands Elem,490 E. Auburn Rd.,Main Office,Rochester Hills,MI,48309,US,,,Brooklands RG,,,
2487263492,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263493,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263494,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263495,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263496,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263497,Brooklands Elem,490 E. Auburn Rd.,Media Center,Rochester Hills,MI,48309,US,,,NIte Bell Brewster,,,
2487263498,Brooklands Elem,490 E. Auburn Rd.,Media Center,Rochester Hills,MI,48309,US,,,MDF Brooklands,,,
2487263499,Brooklands Elem,490 E. Auburn Rd.,Main Office,Rochester Hills,MI,48309,US,,,Brooklands Clinic,,,
2487263500,DeltaKelly Elem,3880 Adams Rd.,Main Office,Oakland Charter Township,MI,48363,US,,,Delta Kelly AA,,,
2487263501,DeltaKelly Elem,3880 Adams Rd.,Main Office,Oakland Charter Township,MI,48363,US,,,Kristin Patrona,,,
2487263502,DeltaKelly Elem,3880 Adams Rd.,Main Office,Oakland Charter Township,MI,48363,US,,,Jillian Kuberski,,,
2487263503,DeltaKelly Elem,3880 Adams Rd.,Receiving Office,Oakland Charter Township,MI,48363,US,,,DeltaKellyABMam,,,
2487263504,DeltaKelly Elem,3880 Adams Rd.,Media Center,Oakland Charter Township,MI,48363,US,,,Stephanie Saksa,,,
2487263505,DeltaKelly Elem,3880 Adams Rd.,Main Office,Oakland Charter Township,MI,48363,US,,,Delta Kelly Fax,,,
2487263506,DeltaKelly Elem,3880 Adams Rd.,Kitchen,Oakland Charter Township,MI,48363,US,,,DeltaKellyFS,,,
2487263507,DeltaKelly Elem,3880 Adams Rd.,Main Office,Oakland Charter Township,MI,48363,US,,,SW Delta Kelly,,,
2487263508,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263509,DeltaKelly Elem,3880 Adams Rd.,1A040 Main Office Area,Oakland Charter Township,MI,48363,US,,,Corine Terry,,,
2487263510,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263511,DeltaKelly Elem,3880 Adams Rd.,Room 27,Oakland Charter Township,MI,48363,US,,,RM 27 Delta Kelly,,,
2487263512,DeltaKelly Elem,3880 Adams Rd.,Main Office,Oakland Charter Township,MI,48363,US,,,Kimberly Smith,,,
2487263513,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263514,DeltaKelly Elem,3880 Adams Rd.,1A140 Main Office Area,Oakland Charter Township,MI,48363,US,,,Social Wo Delta Kelly,,,
2487263515,DeltaKelly Elem,3880 Adams Rd.,1A050 Main Office Records,Oakland Charter Township,MI,48363,US,,,Office Delta Kelly,,,
2487263516,DeltaKelly Elem,3880 Adams Rd.,1A120 Main Office Area,Oakland Charter Township,MI,48363,US,,,Psych Delta Kelly,,,
2487263517,DeltaKelly Elem,3880 Adams Rd.,1A030 Main Office Area,Oakland Charter Township,MI,48363,US,,,Robin Cottone,,,
2487263518,DeltaKelly Elem,3880 Adams Rd.,1A130 Main Office Area,Oakland Charter Township,MI,48363,US,,,Delta Kelly Speech,,,
2487263519,DeltaKelly Elem,3880 Adams Rd.,Main Office,Oakland Charter Township,MI,48363,US,,,Main Offi Delta Kelly,,,
2487263520,DeltaKelly Elem,3880 Adams Rd.,Room 22,Oakland Charter Township,MI,48363,US,,,RM 22 Delta Kelly,,,
2487263521,DeltaKelly Elem,3880 Adams Rd.,Room 10,Oakland Charter Township,MI,48363,US,,,RM 10 Delta Kelly,,,
2487263522,DeltaKelly Elem,3880 Adams Rd.,Room 08,Oakland Charter Township,MI,48363,US,,,RM 08 Delta Kelly,,,
2487263523,DeltaKelly Elem,3880 Adams Rd.,Room 06,Oakland Charter Township,MI,48363,US,,,RM 06 Delta Kelly,,,
2487263524,DeltaKelly Elem,3880 Adams Rd.,Room 26A,Oakland Charter Township,MI,48363,US,,,RM 26A Delta Kelly,,,
2487263525,DeltaKelly Elem,3880 Adams Rd.,Room 02,Oakland Charter Township,MI,48363,US,,,RM 02 Delta Kelly,,,
2487263526,DeltaKelly Elem,3880 Adams Rd.,Room 03,Oakland Charter Township,MI,48363,US,,,RM 03 Delta Kelly,,,
2487263527,DeltaKelly Elem,3880 Adams Rd.,Room 04,Oakland Charter Township,MI,48363,US,,,RM 04 Delta Kelly,,,
2487263528,DeltaKelly Elem,3880 Adams Rd.,Room 01,Oakland Charter Township,MI,48363,US,,,RM 01 Delta Kelly,,,
2487263529,DeltaKelly Elem,3880 Adams Rd.,Room 07,Oakland Charter Township,MI,48363,US,,,RM 07 Delta Kelly,,,
2487263530,DeltaKelly Elem,3880 Adams Rd.,Room 14,Oakland Charter Township,MI,48363,US,,,RM 14 Delta Kelly,,,
2487263531,DeltaKelly Elem,3880 Adams Rd.,Room 11,Oakland Charter Township,MI,48363,US,,,RM 11 Delta Kelly,,,
2487263532,DeltaKelly Elem,3880 Adams Rd.,Media Center,Oakland Charter Township,MI,48363,US,,,MC Resour Delta Kelly,,,
2487263533,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263534,DeltaKelly Elem,3880 Adams Rd.,Room 15,Oakland Charter Township,MI,48363,US,,,RM 15 Delta Kelly,,,
2487263535,DeltaKelly Elem,3880 Adams Rd.,Room 28,Oakland Charter Township,MI,48363,US,,,RM 28 Delta Kelly,,,
2487263536,DeltaKelly Elem,3880 Adams Rd.,Cafeteria,Oakland Charter Township,MI,48363,US,,,Stage Delta Kelly,,,
2487263537,DeltaKelly Elem,3880 Adams Rd.,Room 29,Oakland Charter Township,MI,48363,US,,,RM 29 Delta Kelly,,,
2487263538,DeltaKelly Elem,3880 Adams Rd.,Cafeteria IDF,Oakland Charter Township,MI,48363,US,,,IDF Delta Kelly,,,
2487263539,DeltaKelly Elem,3880 Adams Rd.,Gym,Oakland Charter Township,MI,48363,US,,,Gym Delta Kelly,,,
2487263540,DeltaKelly Elem,3880 Adams Rd.,1C210 Near Receiving,Oakland Charter Township,MI,48363,US,,,Lounge Delta Kelly,,,
2487263541,DeltaKelly Elem,3880 Adams Rd.,Room 12,Oakland Charter Township,MI,48363,US,,,Room 12 Delta Kelly,,,
2487263542,DeltaKelly Elem,3880 Adams Rd.,Room 09,Oakland Charter Township,MI,48363,US,,,RM 09 Delta Kelly,,,
2487263543,DeltaKelly Elem,3880 Adams Rd.,Room 13,Oakland Charter Township,MI,48363,US,,,RM 13 Delta Kelly,,,
2487263544,DeltaKelly Elem,3880 Adams Rd.,Room 17,Oakland Charter Township,MI,48363,US,,,RM 17 Delta Kelly,,,
2487263545,DeltaKelly Elem,3880 Adams Rd.,Room 19,Oakland Charter Township,MI,48363,US,,,RM 19 Delta Kelly,,,
2487263546,DeltaKelly Elem,3880 Adams Rd.,Room 25,Oakland Charter Township,MI,48363,US,,,RM 25 Delta Kelly,,,
2487263547,DeltaKelly Elem,3880 Adams Rd.,Room 23,Oakland Charter Township,MI,48363,US,,,RM 23 Delta Kelly,,,
2487263548,DeltaKelly Elem,3880 Adams Rd.,Room 05,Oakland Charter Township,MI,48363,US,,,RM 05 Delta Kelly,,,
2487263549,DeltaKelly Elem,3880 Adams Rd.,Room 26,Oakland Charter Township,MI,48363,US,,,RM 26 Delta Kelly,,,
2487263550,DeltaKelly Elem,3880 Adams Rd.,Room 21,Oakland Charter Township,MI,48363,US,,,RM 21 Delta Kelly,,,
2487263551,DeltaKelly Elem,3880 Adams Rd.,Room 20,Oakland Charter Township,MI,48363,US,,,RM 20 Delta Kelly,,,
2487263552,DeltaKelly Elem,3880 Adams Rd.,Room 18,Oakland Charter Township,MI,48363,US,,,RM 18 Delta Kelly,,,
2487263553,DeltaKelly Elem,3880 Adams Rd.,Room 16,Oakland Charter Township,MI,48363,US,,,RM 16 Delta Kelly,,,
2487263554,DeltaKelly Elem,3880 Adams Rd.,1A170 Media Center Office,Oakland Charter Township,MI,48363,US,,,Delta ESL,,,
2487263555,DeltaKelly Elem,3880 Adams Rd.,Room 24,Oakland Charter Township,MI,48363,US,,,RM 24 Delta Kelly,,,
2487263556,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263557,DeltaKelly Elem,3880 Adams Rd.,Media Center,Oakland Charter Township,MI,48363,US,,,Media Delta Kelly,,,
2487263558,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263559,DeltaKelly Elem,3880 Adams Rd.,Cafeteria,Oakland Charter Township,MI,48363,US,,,Cafeteria Delta Kelly,,,
2487263560,DeltaKelly Elem,3880 Adams Rd.,Main Office,Oakland Charter Township,MI,48363,US,,,MainOffice Delta Kelly,,,
2487263561,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263562,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263563,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263564,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263565,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263566,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263567,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263568,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263569,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263570,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263571,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263572,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263573,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263574,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263575,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263576,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263577,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263578,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263579,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263580,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263581,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263582,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263583,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263584,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263585,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263586,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263587,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263588,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263589,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263590,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263591,DeltaKelly Elem,3880 Adams Rd.,Main Office,Oakland Charter Township,MI,48363,US,,,Delta Kelly RG,,,
2487263592,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263593,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263594,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263595,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263596,DeltaKelly Elem,3880 Adams Rd.,,Oakland Charter Township,MI,48363,US,,,--,,,
2487263597,DeltaKelly Elem,3880 Adams Rd.,Media Center,Oakland Charter Township,MI,48363,US,,,Delta Nite Bell,,,
2487263598,DeltaKelly Elem,3880 Adams Rd.,Media Center,Oakland Charter Township,MI,48363,US,,,MDF Delta Kelly,,,
2487263599,DeltaKelly Elem,3880 Adams Rd.,Main Office,Oakland Charter Township,MI,48363,US,,,Delta Kelly Clinic,,,
2487263600,Hamlin Elem,270 W. Hamlin Rd.,Main Office,Rochester Hills,MI,48363,US,,,Hamlin AA,,,
2487263601,Hamlin Elem,270 W. Hamlin Rd.,Main Office,Rochester Hills,MI,48363,US,,,Amanda Lyons,,,
2487263602,Hamlin Elem,270 W. Hamlin Rd.,Main Office,Rochester Hills,MI,48363,US,,,Shannon Wiyda,,,
2487263603,Hamlin Elem,270 W. Hamlin Rd.,Receiving,Rochester Hills,MI,48363,US,,,HamlinABMam,,,
2487263604,Hamlin Elem,270 W. Hamlin Rd.,Media Center,Rochester Hills,MI,48363,US,,,Amber Gress,,,
2487263605,Hamlin Elem,270 W. Hamlin Rd.,Main Office,Rochester Hills,MI,48363,US,,,Hamlin Fax,,,
2487263606,Hamlin Elem,270 W. Hamlin Rd.,Kitchen,Rochester Hills,MI,48363,US,,,HamlinFS,,,
2487263607,Hamlin Elem,270 W. Hamlin Rd.,Room 25,Rochester Hills,MI,48363,US,,,Speech Hamlin,,,
2487263608,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263609,Hamlin Elem,270 W. Hamlin Rd.,Media Center Office,Rochester Hills,MI,48363,US,,,Wendy Campbell,,,
2487263610,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263611,Hamlin Elem,270 W. Hamlin Rd.,Old Main Office,Rochester Hills,MI,48363,US,,,Richard Krause,,,
2487263612,Hamlin Elem,270 W. Hamlin Rd.,Main Office,Rochester Hills,MI,48363,US,,,Karen Varga,,,
2487263613,Hamlin Elem,270 W. Hamlin Rd.,RM 25,Rochester Hills,MI,48363,US,,,Psych Hamlin,,,
2487263614,Hamlin Elem,270 W. Hamlin Rd.,Main Office,Rochester Hills,MI,48363,US,,,Main Office B Hamlin,,,
2487263615,Hamlin Elem,270 W. Hamlin Rd.,Main Office Area,Rochester Hills,MI,48363,US,,,Copy Room Hamlin,,,
2487263616,Hamlin Elem,270 W. Hamlin Rd.,Old Main Office,Rochester Hills,MI,48363,US,,,Sarah Meteyer,,,
2487263617,Hamlin Elem,270 W. Hamlin Rd.,Room 04,Rochester Hills,MI,48363,US,,,RM 04 Hamlin,,,
2487263618,Hamlin Elem,270 W. Hamlin Rd.,Room 03,Rochester Hills,MI,48363,US,,,RM 03 Hamlin,,,
2487263619,Hamlin Elem,270 W. Hamlin Rd.,Room 02,Rochester Hills,MI,48363,US,,,RM 02 Hamlin,,,
2487263620,Hamlin Elem,270 W. Hamlin Rd.,Old Main Office,Rochester Hills,MI,48363,US,,,Resource A Hamlin,,,
2487263621,Hamlin Elem,270 W. Hamlin Rd.,Room 05,Rochester Hills,MI,48363,US,,,RM 05 Hamlin,,,
2487263622,Hamlin Elem,270 W. Hamlin Rd.,Room 06,Rochester Hills,MI,48363,US,,,RM 06 Hamlin,,,
2487263623,Hamlin Elem,270 W. Hamlin Rd.,South Old Main Office,Rochester Hills,MI,48363,US,,,ParaOffice Hamlin,,,
2487263624,Hamlin Elem,270 W. Hamlin Rd.,Media Center,Rochester Hills,MI,48363,US,,,Media Hamlin,,,
2487263625,Hamlin Elem,270 W. Hamlin Rd.,Office C,Rochester Hills,MI,48363,US,,,Psych Hamlin,,,
2487263626,Hamlin Elem,270 W. Hamlin Rd.,Room 26,Rochester Hills,MI,48363,US,,,Room 26 Hamlin,,,
2487263627,Hamlin Elem,270 W. Hamlin Rd.,Copy RM 2 Across from RM 18,Rochester Hills,MI,48363,US,,,Copy Room Hamlin,,,
2487263628,Hamlin Elem,270 W. Hamlin Rd.,Conf RM Across from RM 18,Rochester Hills,MI,48363,US,,,RM Title 1 Hamlin,,,
2487263629,Hamlin Elem,270 W. Hamlin Rd.,Room 14,Rochester Hills,MI,48363,US,,,RM 14 Hamlin,,,
2487263630,Hamlin Elem,270 W. Hamlin Rd.,Room 15,Rochester Hills,MI,48363,US,,,RM 15 Hamlin,,,
2487263631,Hamlin Elem,270 W. Hamlin Rd.,Room 16,Rochester Hills,MI,48363,US,,,RM 16 Hamlin,,,
2487263632,Hamlin Elem,270 W. Hamlin Rd.,Room 11,Rochester Hills,MI,48363,US,,,RM 11 Hamlin,,,
2487263633,Hamlin Elem,270 W. Hamlin Rd.,Room 18,Rochester Hills,MI,48363,US,,,RM 18 Hamlin,,,
2487263634,Hamlin Elem,270 W. Hamlin Rd.,Room 19,Rochester Hills,MI,48363,US,,,RM 19 Hamlin,,,
2487263635,Hamlin Elem,270 W. Hamlin Rd.,Room 20,Rochester Hills,MI,48363,US,,,RM 20 Hamlin,,,
2487263636,Hamlin Elem,270 W. Hamlin Rd.,Room 21,Rochester Hills,MI,48363,US,,,RM 21 Hamlin,,,
2487263637,Hamlin Elem,270 W. Hamlin Rd.,Room 22,Rochester Hills,MI,48363,US,,,RM 22 Hamlin,,,
2487263638,Hamlin Elem,270 W. Hamlin Rd.,Cafeteria,Rochester Hills,MI,48363,US,,,Cafeteria Hamlin,,,
2487263639,Hamlin Elem,270 W. Hamlin Rd.,Gym,Rochester Hills,MI,48363,US,,,Gym Hamlin,,,
2487263640,Hamlin Elem,270 W. Hamlin Rd.,East Side of Bldg Near Receiving,Rochester Hills,MI,48363,US,,,Music Hamlin,,,
2487263641,Hamlin Elem,270 W. Hamlin Rd.,East Side of Bldg Near Receiving,Rochester Hills,MI,48363,US,,,RM SAC Hamlin,,,
2487263642,Hamlin Elem,270 W. Hamlin Rd.,Room 24,Rochester Hills,MI,48363,US,,,RM 24 Hamlin,,,
2487263643,Hamlin Elem,270 W. Hamlin Rd.,Room 23,Rochester Hills,MI,48363,US,,,RM 23 Hamlin,,,
2487263644,Hamlin Elem,270 W. Hamlin Rd.,Room 25,Rochester Hills,MI,48363,US,,,RM 25 Hamlin,,,
2487263645,Hamlin Elem,270 W. Hamlin Rd.,East Side of Bldg Next to Receiving,Rochester Hills,MI,48363,US,,,RM RR Hamlin,,,
2487263646,Hamlin Elem,270 W. Hamlin Rd.,Room 09,Rochester Hills,MI,48363,US,,,RM 09 Hamlin,,,
2487263647,Hamlin Elem,270 W. Hamlin Rd.,Room 10,Rochester Hills,MI,48363,US,,,RM 10 Hamlin,,,
2487263648,Hamlin Elem,270 W. Hamlin Rd.,Room 13,Rochester Hills,MI,48363,US,,,RM 13 Hamlin,,,
2487263649,Hamlin Elem,270 W. Hamlin Rd.,Room 12,Rochester Hills,MI,48363,US,,,RM 12 Hamlin,,,
2487263650,Hamlin Elem,270 W. Hamlin Rd.,Room 17,Rochester Hills,MI,48363,US,,,RM 17 Hamlin,,,
2487263651,Hamlin Elem,270 W. Hamlin Rd.,Room 08,Rochester Hills,MI,48363,US,,,RM 08 Hamlin,,,
2487263652,Hamlin Elem,270 W. Hamlin Rd.,Room 07,Rochester Hills,MI,48363,US,,,RM 07 Hamlin,,,
2487263653,Hamlin Elem,270 W. Hamlin Rd.,Next to Media Center Door,Rochester Hills,MI,48363,US,,,Storage Hamlin,,,
2487263654,Hamlin Elem,270 W. Hamlin Rd.,TA Office,Rochester Hills,MI,48363,US,,,TA Office Hamlin,,,
2487263655,Hamlin Elem,270 W. Hamlin Rd.,Room 26,Rochester Hills,MI,48363,US,,,RM 26 Hamlin,,,
2487263656,Hamlin Elem,270 W. Hamlin Rd.,South Old Main Office,Rochester Hills,MI,48363,US,,,Lounge Hamlin,,,
2487263657,Hamlin Elem,270 W. Hamlin Rd.,B101 South Old Main Office,Rochester Hills,MI,48363,US,,,Office Hamlin,,,
2487263658,Hamlin Elem,270 W. Hamlin Rd.,Room 25,Rochester Hills,MI,48363,US,,,Rm 25 Hamlin,,,
2487263659,Hamlin Elem,270 W. Hamlin Rd.,Room 25,Rochester Hills,MI,48363,US,,,Rm 25 Office Hamlin,,,
2487263660,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263661,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263662,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263663,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263664,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263665,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263666,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263667,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263668,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263669,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263670,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263671,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263672,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263673,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263674,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263675,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263676,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263677,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263678,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263679,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263680,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263681,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263682,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263683,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263684,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263685,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263686,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263687,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263688,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263689,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263690,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263691,Hamlin Elem,270 W. Hamlin Rd.,Main Office,Rochester Hills,MI,48363,US,,,Hamlin RG,,,
2487263692,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263693,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263694,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263695,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263696,Hamlin Elem,270 W. Hamlin Rd.,,Rochester Hills,MI,48363,US,,,--,,,
2487263697,Hamlin Elem,270 W. Hamlin Rd.,Media Center,Rochester Hills,MI,48363,US,,,Hamlin Nite Bell,,,
2487263698,Hamlin Elem,270 W. Hamlin Rd.,Media Center,Rochester Hills,MI,48363,US,,,MDF Hamlin,,,
2487263699,Hamlin Elem,270 W. Hamlin Rd.,Main Office,Rochester Hills,MI,48363,US,,,Hamlin Clinic,,,
2487263700,Hampton Elem,530 Hampton Circle,Main Office,Rochester Hills,MI,48307,US,,,Hampton AA,,,
2487263701,Hampton Elem,530 Hampton Circle,Main Office,Rochester Hills,MI,48307,US,,,Ryan Starr,,,
2487263702,Hampton Elem,530 Hampton Circle,Main Office,Rochester Hills,MI,48307,US,,,Marguerite Miller,,,
2487263703,Hampton Elem,530 Hampton Circle,Receiving Office,Rochester Hills,MI,48307,US,,,HamptonABMam,,,
2487263704,Hampton Elem,530 Hampton Circle,Media Center,Rochester Hills,MI,48307,US,,,Jennifer Bachman,,,
2487263705,Hampton Elem,530 Hampton Circle,Main Office,Rochester Hills,MI,48307,US,,,Hampton Fax,,,
2487263706,Hampton Elem,530 Hampton Circle,Kitchen,Rochester Hills,MI,48307,US,,,HamptonFS,,,
2487263707,Hampton Elem,530 Hampton Circle,Main Office,Rochester Hills,MI,48307,US,,,ELL Hampton,,,
2487263708,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263709,Hampton Elem,530 Hampton Circle,Main Office,Rochester Hills,MI,48307,US,,,Sara Ross,,,
2487263710,Hampton Elem,530 Hampton Circle,,Rochester Hills,MI,48307,US,,,--,,,
2487263711,Hampton Elem,530 Hampton Circle,Main Office,Rochester Hills,MI,48307,US,,,Conf Room Hampton,,,
2487263712,Hampton Elem,530 Hampton Circle,Main Office,Rochester Hills,MI,48307,US,,,Karen Schaedel,,,
2487263714,Hampton Elem,530 Hampton Circle,Cafeteria,Rochester Hills,MI,48307,US,,,Cafeteria Hampton,,,
2487263715,Hampton Elem,530 Hampton Circle,Main Office,Rochester Hills,MI,48307,US,,,Hampton Student Phone,,,
2487263716,Hampton Elem,530 Hampton Circle,Main Office,Rochester Hills,MI,48307,US,,,SW Hampton,,,
2487263717,Hampton Elem,530 Hampton Circle,Main Office,Rochester Hills,MI,48307,US,,,Psych Hampton,,,
2487263719,Hampton Elem,530 Hampton Circle,Main Office,Rochester Hills,MI,48307,US,,,Speech Hampton,,,
2487263720,Hampton Elem,530 Hampton Circle,Room 29,Rochester Hills,MI,48307,US,,,RM 29 HAMPTON,,,
2487263721,Hampton Elem,530 Hampton Circle,Room 11,Rochester Hills,MI,48307,US,,,RM 11 Hampton,,,
